customer_id,invoice_month,target,day_of_week,week_of_year,month,avg_target,max_target,min_target,count_records,lag_1,rolling_3_mean
12372,9/1/2011,383.12,3,35,9,432.68,515.7,383.12,3,515.7,0
12373,2/1/2011,364.6,1,5,2,364.6,364.6,364.6,1,0,0
12374,11/1/2011,742.9300000000001,1,44,11,742.9300000000001,742.9300000000001,742.9300000000001,1,0,0
12375,9/1/2011,230.3,3,35,9,151.80666666666667,230.3,-2.08,3,0,0
12375,11/1/2011,227.2,1,44,11,151.80666666666667,230.3,-2.08,3,230.3,0
12375,12/1/2011,-2.08,3,48,12,151.80666666666667,230.3,-2.08,3,227.2,0
12377,12/1/2010,1001.52,2,48,12,814.06,1001.52,626.6,2,0,0
12377,1/1/2011,626.6,5,52,1,814.06,1001.52,626.6,2,1001.52,0
12378,8/1/2011,4008.62,0,31,8,4008.62,4008.62,4008.62,1,0,0
12379,6/1/2011,459.84,2,22,6,283.43,459.84,-1.95,3,0,0
12379,7/1/2011,-1.95,4,26,7,283.43,459.84,-1.95,3,459.84,0
12379,9/1/2011,392.4,3,35,9,283.43,459.84,-1.95,3,-1.95,0
12380,6/1/2011,607.5500000000001,2,22,6,680.1400000000001,1040.39,446.61,4,0,0
12380,9/1/2011,626.01,3,35,9,680.1400000000001,1040.39,446.61,4,607.5500000000001,0
12380,10/1/2011,446.61,5,39,10,680.1400000000001,1040.39,446.61,4,626.01,0
12380,11/1/2011,1040.39,1,44,11,680.1400000000001,1040.39,446.61,4,446.61,560.0566666666665
12381,8/1/2011,1227.39,0,31,8,450.99,1227.39,10.5,4,0,0
12381,10/1/2011,10.5,5,39,10,450.99,1227.39,10.5,4,1227.39,0
12381,11/1/2011,419.06,1,44,11,450.99,1227.39,10.5,4,10.5,0
12381,12/1/2011,147.01,3,48,12,450.99,1227.39,10.5,4,419.06,552.3166666666665
12383,12/1/2010,600.72,2,48,12,367.86199999999997,639.91,99.45,5,0,0
12383,1/1/2011,639.91,5,52,1,367.86199999999997,639.91,99.45,5,600.72,0
12383,3/1/2011,357.07,1,9,3,367.86199999999997,639.91,99.45,5,639.91,0
12383,4/1/2011,142.16,4,13,4,367.86199999999997,639.91,99.45,5,357.07,532.5666666666666
12383,6/1/2011,99.45,2,22,6,367.86199999999997,639.91,99.45,5,142.16,379.7133333333332
12384,8/1/2011,292.69,0,31,8,188.72,292.69,-19.11,3,0,0
12384,9/1/2011,-19.11,3,35,9,188.72,292.69,-19.11,3,292.69,0
12384,11/1/2011,292.58,1,44,11,188.72,292.69,-19.11,3,-19.11,0
12386,12/1/2010,258.9,2,48,12,200.95,258.9,143,2,0,0
12386,1/1/2011,143,5,52,1,200.95,258.9,143,2,258.9,0
12388,1/1/2011,431.3,5,52,1,463.4433333333333,902.09,124.05,6,0,0
12388,2/1/2011,124.05,1,5,2,463.4433333333333,902.09,124.05,6,431.3,0
12388,3/1/2011,210.9,1,9,3,463.4433333333333,902.09,124.05,6,124.05,0
12388,7/1/2011,902.09,4,26,7,463.4433333333333,902.09,124.05,6,210.9,255.4166666666666
12388,9/1/2011,825.9200000000001,3,35,9,463.4433333333333,902.09,124.05,6,902.09,412.3466666666666
12388,11/1/2011,286.4,1,44,11,463.4433333333333,902.09,124.05,6,825.9200000000001,646.3033333333333
12390,9/1/2011,549.84,3,35,9,549.84,549.84,549.84,1,0,0
12391,11/1/2011,460.89,1,44,11,460.89,460.89,460.89,1,0,0
12393,1/1/2011,639.5,5,52,1,527.5333333333333,639.5,421.6,3,0,0
12393,4/1/2011,421.6,4,13,4,527.5333333333333,639.5,421.6,3,639.5,0
12393,9/1/2011,521.5,3,35,9,527.5333333333333,639.5,421.6,3,421.6,0
12394,5/1/2011,381.08,6,17,5,636.24,891.4,381.08,2,0,0
12394,10/1/2011,891.4,5,39,10,636.24,891.4,381.08,2,381.08,0
12395,12/1/2010,679.92,2,48,12,333.14222222222224,769.83,-2.95,9,0,0
12395,1/1/2011,-2.95,5,52,1,333.14222222222224,769.83,-2.95,9,679.92,0
12395,2/1/2011,216.66,1,5,2,333.14222222222224,769.83,-2.95,9,-2.95,0
12395,3/1/2011,326.5,1,9,3,333.14222222222224,769.83,-2.95,9,216.66,297.87666666666667
12395,5/1/2011,331.79,6,17,5,333.14222222222224,769.83,-2.95,9,326.5,180.06999999999996
12395,6/1/2011,163.9,2,22,6,333.14222222222224,769.83,-2.95,9,331.79,291.65000000000003
12395,8/1/2011,165.95,0,31,8,333.14222222222224,769.83,-2.95,9,163.9,274.06333333333333
12395,10/1/2011,346.68,5,39,10,333.14222222222224,769.83,-2.95,9,165.95,220.54666666666662
12395,11/1/2011,769.83,1,44,11,333.14222222222224,769.83,-2.95,9,346.68,225.51
12397,7/1/2011,1214.81,4,26,7,1204.9499999999998,1214.81,1195.09,2,0,0
12397,11/1/2011,1195.09,1,44,11,1204.9499999999998,1214.81,1195.09,2,1214.81,0
12398,10/1/2011,1635.66,5,39,10,1635.66,1635.66,1635.66,1,0,0
12399,3/1/2011,288.05,1,9,3,277.1625,480.9,130.08,4,0,0
12399,5/1/2011,480.9,6,17,5,277.1625,480.9,130.08,4,288.05,0
12399,6/1/2011,130.08,2,22,6,277.1625,480.9,130.08,4,480.9,0
12399,8/1/2011,209.62,0,31,8,277.1625,480.9,130.08,4,130.08,299.6766666666667
12401,2/1/2011,84.3,1,5,2,84.3,84.3,84.3,1,0,0
12402,1/1/2011,225.6,5,52,1,225.6,225.6,225.6,1,0,0
12403,10/1/2011,409.7,5,39,10,409.7,409.7,409.7,1,0,0
12405,7/1/2011,1710.39,4,26,7,1710.39,1710.39,1710.39,1,0,0
12406,6/1/2011,1621.25,2,22,6,1093.5833333333333,1794.05,-134.55,3,0,0
12406,8/1/2011,-134.55,0,31,8,1093.5833333333333,1794.05,-134.55,3,1621.25,0
12406,11/1/2011,1794.05,1,44,11,1093.5833333333333,1794.05,-134.55,3,-134.55,0
12407,3/1/2011,226.3,1,9,3,427.03,911.4,226.3,4,0,0
12407,4/1/2011,269.66,4,13,4,427.03,911.4,226.3,4,226.3,0
12407,7/1/2011,911.4,4,26,7,427.03,911.4,226.3,4,269.66,0
12407,10/1/2011,300.76,5,39,10,427.03,911.4,226.3,4,911.4,469.12000000000006
12408,3/1/2011,837.59,1,9,3,568.5139999999999,837.59,-29.33,5,0,0
12408,4/1/2011,-29.33,4,13,4,568.5139999999999,837.59,-29.33,5,837.59,0
12408,6/1/2011,652.53,2,22,6,568.5139999999999,837.59,-29.33,5,-29.33,0
12408,9/1/2011,642.28,3,35,9,568.5139999999999,837.59,-29.33,5,652.53,486.93
12408,11/1/2011,739.5,1,44,11,568.5139999999999,837.59,-29.33,5,642.28,421.82666666666665
12409,6/1/2011,6207.08,2,22,6,3685.6433333333334,6207.08,-4.95,3,0,0
12409,8/1/2011,-4.95,0,31,8,3685.6433333333334,6207.08,-4.95,3,6207.08,0
12409,9/1/2011,4854.8,3,35,9,3685.6433333333334,6207.08,-4.95,3,-4.95,0
12410,2/1/2011,681.0799999999999,1,5,2,681.0799999999999,681.0799999999999,681.0799999999999,1,0,0
12412,6/1/2011,514.5,2,22,6,408.96000000000004,514.5,336.14,3,0,0
12412,7/1/2011,376.24,4,26,7,408.96000000000004,514.5,336.14,3,514.5,0
12412,9/1/2011,336.14,3,35,9,408.96000000000004,514.5,336.14,3,376.24,0
12413,1/1/2011,415.3,5,52,1,231.38333333333333,415.3,84.65,3,0,0
12413,4/1/2011,84.65,4,13,4,231.38333333333333,415.3,84.65,3,415.3,0
12413,10/1/2011,194.2,5,39,10,231.38333333333333,415.3,84.65,3,84.65,0
12414,2/1/2011,153.76,1,5,2,187.47,242.8,153.76,3,0,0
12414,4/1/2011,242.8,4,13,4,187.47,242.8,153.76,3,153.76,0
12414,5/1/2011,165.85,6,17,5,187.47,242.8,153.76,3,242.8,0
12415,1/1/2011,7092.9800000000005,5,52,1,11247.76818181818,23426.81,-75,11,0,0
12415,2/1/2011,14022.92,1,5,2,11247.76818181818,23426.81,-75,11,7092.9800000000005,0
12415,3/1/2011,16558.14,1,9,3,11247.76818181818,23426.81,-75,11,14022.92,0
12415,4/1/2011,-75,4,13,4,11247.76818181818,23426.81,-75,11,16558.14,12558.013333333334
12415,5/1/2011,12691.16,6,17,5,11247.76818181818,23426.81,-75,11,-75,10168.686666666666
12415,6/1/2011,23426.81,2,22,6,11247.76818181818,23426.81,-75,11,12691.16,9724.766666666666
12415,7/1/2011,2796.36,4,26,7,11247.76818181818,23426.81,-75,11,23426.81,12014.323333333334
12415,8/1/2011,21880.44,0,31,8,11247.76818181818,23426.81,-75,11,2796.36,12971.443333333335
12415,9/1/2011,2941.7200000000003,3,35,9,11247.76818181818,23426.81,-75,11,21880.44,16034.536666666667
12415,10/1/2011,16471.77,5,39,10,11247.76818181818,23426.81,-75,11,2941.7200000000003,9206.173333333334
12415,11/1/2011,5918.15,1,44,11,11247.76818181818,23426.81,-75,11,16471.77,13764.643333333333
12417,12/1/2010,291.34,2,48,12,397.64444444444445,918.25,-19.95,9,0,0
12417,1/1/2011,291.49,5,52,1,397.64444444444445,918.25,-19.95,9,291.34,0
12417,3/1/2011,391.6,1,9,3,397.64444444444445,918.25,-19.95,9,291.49,0
12417,4/1/2011,436.3,4,13,4,397.64444444444445,918.25,-19.95,9,391.6,324.81
12417,6/1/2011,437.19,2,22,6,397.64444444444445,918.25,-19.95,9,436.3,373.13000000000005
12417,8/1/2011,918.25,0,31,8,397.64444444444445,918.25,-19.95,9,437.19,421.6966666666667
12417,10/1/2011,462.85,5,39,10,397.64444444444445,918.25,-19.95,9,918.25,597.2466666666667
12417,11/1/2011,-19.95,1,44,11,397.64444444444445,918.25,-19.95,9,462.85,606.0966666666667
12417,12/1/2011,369.73,3,48,12,397.64444444444445,918.25,-19.95,9,-19.95,453.7166666666667
12418,8/1/2011,668.58,0,31,8,668.58,668.58,668.58,1,0,0
12420,10/1/2011,600.39,5,39,10,600.39,600.39,600.39,1,0,0
12421,1/1/2011,157.45,5,52,1,201.5675,238.58,157.45,4,0,0
12421,6/1/2011,238.58,2,22,6,201.5675,238.58,157.45,4,157.45,0
12421,8/1/2011,231.76,0,31,8,201.5675,238.58,157.45,4,238.58,0
12421,11/1/2011,178.48,1,44,11,201.5675,238.58,157.45,4,231.76,209.26333333333332
12422,1/1/2011,238.5,5,52,1,267.8533333333333,417.36,147.7,3,0,0
12422,6/1/2011,417.36,2,22,6,267.8533333333333,417.36,147.7,3,238.5,0
12422,9/1/2011,147.7,3,35,9,267.8533333333333,417.36,147.7,3,417.36,0
12423,12/1/2010,237.93,2,48,12,205.45666666666668,347.35,-10.2,9,0,0
12423,2/1/2011,192.31,1,5,2,205.45666666666668,347.35,-10.2,9,237.93,0
12423,3/1/2011,347.35,1,9,3,205.45666666666668,347.35,-10.2,9,192.31,0
12423,4/1/2011,255.36,4,13,4,205.45666666666668,347.35,-10.2,9,347.35,259.19666666666666
12423,5/1/2011,333.82,6,17,5,205.45666666666668,347.35,-10.2,9,255.36,265.0066666666667
12423,6/1/2011,84.92,2,22,6,205.45666666666668,347.35,-10.2,9,333.82,312.1766666666667
12423,8/1/2011,198.98,0,31,8,205.45666666666668,347.35,-10.2,9,84.92,224.70000000000002
12423,9/1/2011,-10.2,3,35,9,205.45666666666668,347.35,-10.2,9,198.98,205.90666666666667
12423,12/1/2011,208.64,3,48,12,205.45666666666668,347.35,-10.2,9,-10.2,91.23333333333333
12424,6/1/2011,1760.96,2,22,6,1760.96,1760.96,1760.96,1,0,0
12425,9/1/2011,777.2,3,35,9,777.2,777.2,777.2,1,0,0
12426,5/1/2011,582.73,6,17,5,582.73,582.73,582.73,1,0,0
12427,12/1/2010,246.55,2,48,12,236.12333333333333,282.58,179.24,3,0,0
12427,10/1/2011,282.58,5,39,10,236.12333333333333,282.58,179.24,3,246.55,0
12427,11/1/2011,179.24,1,44,11,236.12333333333333,282.58,179.24,3,282.58,0
12428,3/1/2011,5924.62,1,9,3,1575.44,5924.62,311.61,5,0,0
12428,4/1/2011,311.61,4,13,4,1575.44,5924.62,311.61,5,5924.62,0
12428,7/1/2011,632.44,4,26,7,1575.44,5924.62,311.61,5,311.61,0
12428,8/1/2011,600.19,0,31,8,1575.44,5924.62,311.61,5,632.44,2289.556666666667
12428,11/1/2011,408.34,1,44,11,1575.44,5924.62,311.61,5,600.19,514.7466666666668
12429,12/1/2010,1281.5,2,48,12,937.6,1281.5,437.98,4,0,0
12429,4/1/2011,437.98,4,13,4,937.6,1281.5,437.98,4,1281.5,0
12429,6/1/2011,1125.4,2,22,6,937.6,1281.5,437.98,4,437.98,0
12429,11/1/2011,905.52,1,44,11,937.6,1281.5,437.98,4,1125.4,948.2933333333334
12430,10/1/2011,256.4,5,39,10,256.4,256.4,256.4,1,0,0
12431,12/1/2010,773.95,2,48,12,712.9322222222222,1069.12,-23,9,0,0
12431,1/1/2011,384.68,5,52,1,712.9322222222222,1069.12,-23,9,773.95,0
12431,2/1/2011,1052.65,1,5,2,712.9322222222222,1069.12,-23,9,384.68,0
12431,5/1/2011,937.35,6,17,5,712.9322222222222,1069.12,-23,9,1052.65,737.0933333333334
12431,6/1/2011,-23,2,22,6,712.9322222222222,1069.12,-23,9,937.35,791.5600000000001
12431,7/1/2011,1069.12,4,26,7,712.9322222222222,1069.12,-23,9,-23,655.6666666666666
12431,8/1/2011,608.76,0,31,8,712.9322222222222,1069.12,-23,9,1069.12,661.1566666666666
12431,10/1/2011,1011.44,5,39,10,712.9322222222222,1069.12,-23,9,608.76,551.6266666666667
12431,11/1/2011,601.44,1,44,11,712.9322222222222,1069.12,-23,9,1011.44,896.4399999999999
12432,6/1/2011,4016.66,2,22,6,2529.66,4016.66,1042.66,2,0,0
12432,10/1/2011,1042.66,5,39,10,2529.66,4016.66,1042.66,2,4016.66,0
12433,12/1/2010,3787.12,2,48,12,2675.174,3787.12,1498.66,5,0,0
12433,9/1/2011,2608.11,3,35,9,2675.174,3787.12,1498.66,5,3787.12,0
12433,10/1/2011,1498.66,5,39,10,2675.174,3787.12,1498.66,5,2608.11,0
12433,11/1/2011,2843.29,1,44,11,2675.174,3787.12,1498.66,5,1498.66,2631.2966666666666
12433,12/1/2011,2638.69,3,48,12,2675.174,3787.12,1498.66,5,2843.29,2316.6866666666665
12434,12/1/2010,-27.75,2,48,12,191.2975,519.89,-27.75,4,0,0
12434,3/1/2011,286.25,1,9,3,191.2975,519.89,-27.75,4,-27.75,0
12434,4/1/2011,-13.2,4,13,4,191.2975,519.89,-27.75,4,286.25,0
12434,9/1/2011,519.89,3,35,9,191.2975,519.89,-27.75,4,-13.2,81.76666666666637
12435,3/1/2011,3978.99,1,9,3,3914.9449999999997,3978.99,3850.9,2,0,0
12435,9/1/2011,3850.9,3,35,9,3914.9449999999997,3978.99,3850.9,2,3978.99,0
12436,9/1/2011,509.01,3,35,9,509.01,509.01,509.01,1,0,0
12437,1/1/2011,337.95,5,52,1,489.666,1488.04,147.70999999999998,10,0,0
12437,2/1/2011,590.26,1,5,2,489.666,1488.04,147.70999999999998,10,337.95,0
12437,3/1/2011,147.70999999999998,1,9,3,489.666,1488.04,147.70999999999998,10,590.26,0
12437,4/1/2011,209.1,4,13,4,489.666,1488.04,147.70999999999998,10,147.70999999999998,358.6399999999997
12437,5/1/2011,635.3199999999999,6,17,5,489.666,1488.04,147.70999999999998,10,209.1,315.68999999999966
12437,6/1/2011,501.64,2,22,6,489.666,1488.04,147.70999999999998,10,635.3199999999999,330.70999999999964
12437,9/1/2011,557.28,3,35,9,489.666,1488.04,147.70999999999998,10,501.64,448.6866666666663
12437,10/1/2011,263.46,5,39,10,489.666,1488.04,147.70999999999998,10,557.28,564.7466666666663
12437,11/1/2011,1488.04,1,44,11,489.666,1488.04,147.70999999999998,10,263.46,440.7933333
12437,12/1/2011,165.9,3,48,12,489.666,1488.04,147.70999999999998,10,1488.04,769.5933333333329
12438,7/1/2011,890.0699999999999,4,26,7,1453.425,2016.78,890.0699999999999,2,0,0
12438,11/1/2011,2016.78,1,44,11,1453.425,2016.78,890.0699999999999,2,890.0699999999999,0
12441,12/1/2010,173.55,2,48,12,173.55,173.55,173.55,1,0,0
12442,12/1/2011,172.06,3,48,12,172.06,172.06,172.06,1,0,0
12444,6/1/2011,1870.2,2,22,6,1001.092,1870.2,562.54,5,0,0
12444,8/1/2011,757.0699999999999,0,31,8,1001.092,1870.2,562.54,5,1870.2,0
12444,9/1/2011,562.54,3,35,9,1001.092,1870.2,562.54,5,757.0699999999999,0
12444,10/1/2011,879.01,5,39,10,1001.092,1870.2,562.54,5,562.54,1063.2699999999995
12444,11/1/2011,936.64,1,44,11,1001.092,1870.2,562.54,5,879.01,732.8733333
12445,11/1/2011,133.4,1,44,11,133.4,133.4,133.4,1,0,0
12446,10/1/2011,1002.31,5,39,10,1002.31,1002.31,1002.31,1,0,0
12447,4/1/2011,476.49,4,13,4,476.49,476.49,476.49,1,0,0
12448,10/1/2011,449.45,5,39,10,449.45,449.45,449.45,1,0,0
12449,6/1/2011,858.9300000000001,2,22,6,1016.8225,1342.71,777.95,4,0,0
12449,8/1/2011,777.95,0,31,8,1016.8225,1342.71,777.95,4,858.9300000000001,0
12449,9/1/2011,1087.7,3,35,9,1016.8225,1342.71,777.95,4,777.95,0
12449,11/1/2011,1342.71,1,44,11,1016.8225,1342.71,777.95,4,1087.7,908.1933333
12450,6/1/2011,101.88,2,22,6,98.94,101.88,96,2,0,0
12450,7/1/2011,96,4,26,7,98.94,101.88,96,2,101.88,0
12451,1/1/2011,2919.51,5,52,1,1786.7040000000002,2919.51,-102,5,0,0
12451,5/1/2011,2388.31,6,17,5,1786.7040000000002,2919.51,-102,5,2919.51,0
12451,7/1/2011,-102,4,26,7,1786.7040000000002,2919.51,-102,5,2388.31,0
12451,10/1/2011,2539.56,5,39,10,1786.7040000000002,2919.51,-102,5,-102,1735.2733333333333
12451,11/1/2011,1188.14,1,44,11,1786.7040000000002,2919.51,-102,5,2539.56,1608.623333333333
12452,11/1/2011,428.57,1,44,11,428.57,428.57,428.57,1,0,0
12453,7/1/2011,707.09,4,26,7,707.09,707.09,707.09,1,0,0
12454,10/1/2011,5.684341886080803e-14,5,39,10,5.684341886080803e-14,5.684341886080803e-14,5.684341886080803e-14,1,0,0
12455,2/1/2011,1698.9,1,5,2,493.372,1698.9,78.56,5,0,0
12455,6/1/2011,264.4,2,22,6,493.372,1698.9,78.56,5,1698.9,0
12455,7/1/2011,134.5,4,26,7,493.372,1698.9,78.56,5,264.4,0
12455,8/1/2011,78.56,0,31,8,493.372,1698.9,78.56,5,134.5,699.2666666666664
12455,9/1/2011,290.5,3,35,9,493.372,1698.9,78.56,5,78.56,159.15333333333302
12456,3/1/2011,940.17,1,9,3,788.4725000000001,1325.23,-27.15,4,0,0
12456,7/1/2011,1325.23,4,26,7,788.4725000000001,1325.23,-27.15,4,940.17,0
12456,8/1/2011,-27.15,0,31,8,788.4725000000001,1325.23,-27.15,4,1325.23,0
12456,10/1/2011,915.64,5,39,10,788.4725000000001,1325.23,-27.15,4,-27.15,746.0833333
12457,4/1/2011,842.35,4,13,4,479.445,1099.63,-14.45,4,0,0
12457,8/1/2011,-9.75,0,31,8,479.445,1099.63,-14.45,4,842.35,0
12457,9/1/2011,1099.63,3,35,9,479.445,1099.63,-14.45,4,-9.75,0
12457,10/1/2011,-14.45,5,39,10,479.445,1099.63,-14.45,4,1099.63,644.0766666666664
12458,2/1/2011,441.92,1,5,2,473.70000000000005,505.48,441.92,2,0,0
12458,9/1/2011,505.48,3,35,9,473.70000000000005,505.48,441.92,2,441.92,0
12461,7/1/2011,626.88,4,26,7,413.44,626.88,200,2,0,0
12461,9/1/2011,200,3,35,9,413.44,626.88,200,2,626.88,0
12462,2/1/2011,741.3100000000001,1,5,2,374.67,741.3100000000001,-44.78,3,0,0
12462,11/1/2011,427.48,1,44,11,374.67,741.3100000000001,-44.78,3,741.3100000000001,0
12462,12/1/2011,-44.78,3,48,12,374.67,741.3100000000001,-44.78,3,427.48,0
12463,4/1/2011,344.57,4,13,4,325.9075,344.57,291.98,4,0,0
12463,5/1/2011,291.98,6,17,5,325.9075,344.57,291.98,4,344.57,0
12463,6/1/2011,337.84000000000003,2,22,6,325.9075,344.57,291.98,4,291.98,0
12463,10/1/2011,329.24,5,39,10,325.9075,344.57,291.98,4,337.84000000000003,324.7966666666664
12464,2/1/2011,363.85,1,5,2,242.41,431.5,45.6,5,0,0
12464,5/1/2011,181,6,17,5,242.41,431.5,45.6,5,363.85,0
12464,7/1/2011,45.6,4,26,7,242.41,431.5,45.6,5,181,0
12464,8/1/2011,190.1,0,31,8,242.41,431.5,45.6,5,45.6,196.81666666666638
12464,11/1/2011,431.5,1,44,11,242.41,431.5,45.6,5,190.1,138.8999999999997
12465,6/1/2011,440.94,2,22,6,244.63,440.94,-8.3,3,0,0
12465,11/1/2011,301.25,1,44,11,244.63,440.94,-8.3,3,440.94,0
12465,12/1/2011,-8.3,3,48,12,244.63,440.94,-8.3,3,301.25,0
12468,1/1/2011,220.59,5,52,1,241.34666666666672,508.9500000000001,-5.5,3,0,0
12468,6/1/2011,508.9500000000001,2,22,6,241.34666666666672,508.9500000000001,-5.5,3,220.59,0
12468,7/1/2011,-5.5,4,26,7,241.34666666666672,508.9500000000001,-5.5,3,508.9500000000001,0
12471,12/1/2010,3556.71,2,48,12,1561.7433333333336,3556.71,561.04,12,0,0
12471,1/1/2011,587.7499999999999,5,52,1,1561.7433333333336,3556.71,561.04,12,3556.71,0
12471,2/1/2011,1193.9,1,5,2,1561.7433333333336,3556.71,561.04,12,587.7499999999999,0
12471,3/1/2011,872.5,1,9,3,1561.7433333333336,3556.71,561.04,12,1193.9,1779.453333333333
12471,4/1/2011,668.88,4,13,4,1561.7433333333336,3556.71,561.04,12,872.5,884.7166666666664
12471,5/1/2011,859.3,6,17,5,1561.7433333333336,3556.71,561.04,12,668.88,911.7599999999998
12471,7/1/2011,940.46,4,26,7,1561.7433333333336,3556.71,561.04,12,859.3,800.2266666666663
12471,8/1/2011,1740.82,0,31,8,1561.7433333333336,3556.71,561.04,12,940.46,822.8799999999997
12471,9/1/2011,561.04,3,35,9,1561.7433333333336,3556.71,561.04,12,1740.82,1180.193333333333
12471,10/1/2011,2207.5,5,39,10,1561.7433333333336,3556.71,561.04,12,561.04,1080.773333333333
12471,11/1/2011,3313.55,1,44,11,1561.7433333333336,3556.71,561.04,12,2207.5,1503.1199999999997
