customer_id,invoice_month,target
12393.0,2011-01-01,639.5
12393.0,2011-04-01,421.6
12393.0,2011-09-01,521.5
12394.0,2011-05-01,381.08
12394.0,2011-10-01,891.4
12395.0,2010-12-01,679.92
12395.0,2011-01-01,-2.95
12395.0,2011-02-01,216.66
12395.0,2011-03-01,326.5
12395.0,2011-05-01,331.79
12395.0,2011-06-01,163.9
12395.0,2011-08-01,165.95
12395.0,2011-10-01,346.68
12395.0,2011-11-01,769.83
12397.0,2011-07-01,1214.81
12397.0,2011-11-01,1195.09
12398.0,2011-10-01,1635.6599999999999
12399.0,2011-03-01,288.05
12399.0,2011-05-01,480.90000000000003
12399.0,2011-06-01,130.08
12399.0,2011-08-01,209.62
12401.0,2011-02-01,84.3
12402.0,2011-01-01,225.6
12403.0,2011-10-01,409.7
12405.0,2011-07-01,1710.39
12406.0,2011-06-01,1621.25
12406.0,2011-08-01,-134.55
12406.0,2011-11-01,1794.05
12407.0,2011-03-01,226.3
12407.0,2011-04-01,269.66
12407.0,2011-07-01,911.4
12407.0,2011-10-01,300.76
12408.0,2011-03-01,837.59
12408.0,2011-04-01,-29.330000000000002
12408.0,2011-06-01,652.53
12408.0,2011-09-01,642.28
12408.0,2011-11-01,739.5
12409.0,2011-06-01,6207.08
12409.0,2011-08-01,-4.95
12409.0,2011-09-01,4854.8
12410.0,2011-02-01,681.0799999999999
12412.0,2011-06-01,514.5
12412.0,2011-07-01,376.24
12412.0,2011-09-01,336.14
12413.0,2011-01-01,415.3
12413.0,2011-04-01,84.65
12413.0,2011-10-01,194.20000000000002
12414.0,2011-02-01,153.76
12414.0,2011-04-01,242.8
12414.0,2011-05-01,165.85
12415.0,2011-01-01,7092.9800000000005
12415.0,2011-02-01,14022.92
12415.0,2011-03-01,16558.14
12415.0,2011-04-01,-75.0
12415.0,2011-05-01,12691.16
12415.0,2011-06-01,23426.81
12415.0,2011-07-01,2796.36
12415.0,2011-08-01,21880.44
12415.0,2011-09-01,2941.7200000000003
12415.0,2011-10-01,16471.77
12415.0,2011-11-01,5918.15
12417.0,2010-12-01,291.34
12417.0,2011-01-01,291.49
12417.0,2011-03-01,391.6
12417.0,2011-04-01,436.3
12417.0,2011-06-01,437.19
12417.0,2011-08-01,918.25
12417.0,2011-10-01,462.85
12417.0,2011-11-01,-19.95
12417.0,2011-12-01,369.73
12418.0,2011-08-01,668.58
12420.0,2011-10-01,600.39
12421.0,2011-01-01,157.45
12421.0,2011-06-01,238.58
12421.0,2011-08-01,231.76
12421.0,2011-11-01,178.48
12422.0,2011-01-01,238.5
12422.0,2011-06-01,417.36
12422.0,2011-09-01,147.7
12423.0,2010-12-01,237.93
12423.0,2011-02-01,192.31
12423.0,2011-03-01,347.35
12423.0,2011-04-01,255.36
12423.0,2011-05-01,333.82
12423.0,2011-06-01,84.92
12423.0,2011-08-01,198.98
12423.0,2011-09-01,-10.2
12423.0,2011-12-01,208.64000000000001
12424.0,2011-06-01,1760.96
12425.0,2011-09-01,777.2
12426.0,2011-05-01,582.73
12427.0,2010-12-01,246.55
12427.0,2011-10-01,282.58
12427.0,2011-11-01,179.24
12428.0,2011-03-01,5924.62
12428.0,2011-04-01,311.61
12428.0,2011-07-01,632.44
12428.0,2011-08-01,600.19
12428.0,2011-11-01,408.34000000000003
12429.0,2010-12-01,1281.5
12429.0,2011-04-01,437.98
12429.0,2011-06-01,1125.4
12429.0,2011-11-01,905.52
12430.0,2011-10-01,256.4
12431.0,2010-12-01,773.95
12431.0,2011-01-01,384.68
12431.0,2011-02-01,1052.65
12431.0,2011-05-01,937.35
12431.0,2011-06-01,-23.0
12431.0,2011-07-01,1069.1200000000001
12431.0,2011-08-01,608.76
12431.0,2011-10-01,1011.44
12431.0,2011-11-01,601.44
12432.0,2011-06-01,4016.66
12432.0,2011-10-01,1042.66
12433.0,2010-12-01,3787.12
12433.0,2011-09-01,2608.11
12433.0,2011-10-01,1498.66
12433.0,2011-11-01,2843.29
12433.0,2011-12-01,2638.69
12434.0,2010-12-01,-27.75
12434.0,2011-03-01,286.25
12434.0,2011-04-01,-13.2
12434.0,2011-09-01,519.89
12435.0,2011-03-01,3978.9900000000002
12435.0,2011-09-01,3850.9
12436.0,2011-09-01,509.01
12437.0,2011-01-01,337.95
12437.0,2011-02-01,590.26
12437.0,2011-03-01,147.70999999999998
12437.0,2011-04-01,209.10000000000002
12437.0,2011-05-01,635.3199999999999
12437.0,2011-06-01,501.64
12437.0,2011-09-01,557.28
12437.0,2011-10-01,263.46
12437.0,2011-11-01,1488.04
12437.0,2011-12-01,165.9
12438.0,2011-07-01,890.0699999999999
12438.0,2011-11-01,2016.78
12441.0,2010-12-01,173.55
12442.0,2011-12-01,172.06
12444.0,2011-06-01,1870.2
12444.0,2011-08-01,757.0699999999999
12444.0,2011-09-01,562.54
12444.0,2011-10-01,879.01
12444.0,2011-11-01,936.64
12445.0,2011-11-01,133.4
12446.0,2011-10-01,1002.3100000000001
12447.0,2011-04-01,476.49
12448.0,2011-10-01,449.45
12449.0,2011-06-01,858.9300000000001
12449.0,2011-08-01,777.95
12449.0,2011-09-01,1087.7
12449.0,2011-11-01,1342.71
12450.0,2011-06-01,101.88
12450.0,2011-07-01,96.0
12451.0,2011-01-01,2919.5099999999998
12451.0,2011-05-01,2388.31
12451.0,2011-07-01,-102.0
12451.0,2011-10-01,2539.56
12451.0,2011-11-01,1188.14
12452.0,2011-11-01,428.57
12453.0,2011-07-01,707.09
12454.0,2011-10-01,5.684341886080802e-14
12455.0,2011-02-01,1698.9
12455.0,2011-06-01,264.4
12455.0,2011-07-01,134.5
12455.0,2011-08-01,78.56
12455.0,2011-09-01,290.5
12456.0,2011-03-01,940.1700000000001
12456.0,2011-07-01,1325.23
12456.0,2011-08-01,-27.15
12456.0,2011-10-01,915.64
12457.0,2011-04-01,842.35
12457.0,2011-08-01,-9.75
12457.0,2011-09-01,1099.63
12457.0,2011-10-01,-14.450000000000001
12458.0,2011-02-01,441.92
12458.0,2011-09-01,505.48
12461.0,2011-07-01,626.88
12461.0,2011-09-01,200.0
12462.0,2011-02-01,741.3100000000001
12462.0,2011-11-01,427.48
12462.0,2011-12-01,-44.78
12463.0,2011-04-01,344.57
12463.0,2011-05-01,291.98
12463.0,2011-06-01,337.84000000000003
12463.0,2011-10-01,329.24
12464.0,2011-02-01,363.84999999999997
12464.0,2011-05-01,181.0
12464.0,2011-07-01,45.599999999999994
12464.0,2011-08-01,190.1
12464.0,2011-11-01,431.5
12465.0,2011-06-01,440.94
12465.0,2011-11-01,301.25
12465.0,2011-12-01,-8.3
12468.0,2011-01-01,220.59
12468.0,2011-06-01,508.95000000000005
12468.0,2011-07-01,-5.5
12471.0,2010-12-01,3556.71
12471.0,2011-01-01,587.7499999999999
12471.0,2011-02-01,1193.9
12471.0,2011-03-01,872.5
12471.0,2011-04-01,668.88
12471.0,2011-05-01,859.3
12471.0,2011-07-01,940.46
12471.0,2011-08-01,1740.82
12471.0,2011-09-01,561.04
12471.0,2011-10-01,2207.5
12471.0,2011-11-01,3313.55
12471.0,2011-12-01,2238.5099999999998
12472.0,2010-12-01,1509.0
12472.0,2011-01-01,825.36
12472.0,2011-02-01,-94.93
12472.0,2011-03-01,537.53
12472.0,2011-06-01,1266.66
12472.0,2011-07-01,585.01
12472.0,2011-10-01,1376.43
12472.0,2011-11-01,224.42
12473.0,2011-06-01,595.73
12473.0,2011-08-01,514.06
12473.0,2011-10-01,1697.98
12473.0,2011-11-01,40.460000000000036
12474.0,2010-12-01,-34.0
12474.0,2011-01-01,599.8
12474.0,2011-02-01,278.33000000000004
12474.0,2011-03-01,1033.52
12474.0,2011-04-01,-21.55
12474.0,2011-05-01,732.31
12474.0,2011-06-01,472.01
12474.0,2011-07-01,705.24
12474.0,2011-09-01,437.58
12474.0,2011-10-01,1796.55
12474.0,2011-11-01,1116.68
12475.0,2011-10-01,723.38
12476.0,2010-12-01,-12.45
12476.0,2011-01-01,549.58
12476.0,2011-02-01,127.45
12476.0,2011-04-01,1411.67
12476.0,2011-05-01,276.2
12476.0,2011-07-01,746.5699999999999
12476.0,2011-08-01,-38.050000000000004
12476.0,2011-09-01,532.81
12476.0,2011-10-01,1097.16
12476.0,2011-11-01,1954.39
12476.0,2011-12-01,-98.75
12477.0,2011-02-01,2351.75
12477.0,2011-04-01,2221.02
12477.0,2011-08-01,4251.71
12477.0,2011-09-01,-93.17999999999999
12477.0,2011-10-01,2348.02
12477.0,2011-11-01,2037.69
12478.0,2011-12-01,680.99
12479.0,2011-11-01,527.2
12479.0,2011-12-01,-49.9
12480.0,2011-01-01,816.25
12480.0,2011-03-01,771.02
12480.0,2011-07-01,557.6800000000001
12480.0,2011-11-01,1136.6799999999998
12481.0,2010-12-01,791.34
12481.0,2011-01-01,603.09
12481.0,2011-03-01,832.34
12481.0,2011-04-01,-5.46
12481.0,2011-05-01,873.78
12481.0,2011-06-01,1001.21
12481.0,2011-10-01,1307.76
12481.0,2011-11-01,186.79999999999998
12483.0,2011-01-01,507.56
12483.0,2011-04-01,323.0
12483.0,2011-05-01,107.10000000000001
12483.0,2011-06-01,319.95
12483.0,2011-09-01,309.45
12483.0,2011-10-01,454.2
12483.0,2011-11-01,305.87
12484.0,2011-01-01,1138.67
12484.0,2011-03-01,-36.5
12484.0,2011-06-01,1137.99
12484.0,2011-08-01,1386.49
12484.0,2011-10-01,-9.95
12484.0,2011-11-01,878.57
12488.0,2011-09-01,553.39
12488.0,2011-10-01,214.06
12488.0,2011-11-01,531.21
12489.0,2011-01-01,334.93
12490.0,2011-01-01,864.22
12490.0,2011-05-01,331.5
12490.0,2011-06-01,484.06
12490.0,2011-07-01,412.93
12490.0,2011-08-01,424.06
12490.0,2011-09-01,1035.82
12490.0,2011-11-01,1403.04
12490.0,2011-12-01,462.3
12491.0,2011-11-01,460.40000000000003
12492.0,2011-08-01,126.39000000000001
12492.0,2011-10-01,136.82
12493.0,2011-05-01,215.55
12493.0,2011-06-01,201.24
12494.0,2010-12-01,48.75
12494.0,2011-01-01,-10.95
12494.0,2011-02-01,243.7
12494.0,2011-05-01,403.09000000000003
12494.0,2011-07-01,135.32
12494.0,2011-10-01,214.74
12494.0,2011-11-01,104.7
12497.0,2011-09-01,1043.1
12498.0,2011-10-01,247.25
12498.0,2011-11-01,156.45
12500.0,2011-01-01,344.94
12500.0,2011-02-01,373.98
12500.0,2011-03-01,491.28000000000003
12500.0,2011-06-01,185.64000000000001
12500.0,2011-08-01,378.0
12500.0,2011-10-01,1837.04
12500.0,2011-11-01,595.39
12501.0,2011-01-01,2089.68
12502.0,2011-02-01,617.25
12502.0,2011-03-01,702.8
12502.0,2011-05-01,522.6
12502.0,2011-08-01,788.87
12502.0,2011-09-01,1092.35
12503.0,2011-01-01,-1126.0
12504.0,2011-11-01,114.0
12505.0,2011-02-01,-4.5
12506.0,2011-04-01,73.5
12507.0,2011-02-01,446.16
12507.0,2011-07-01,811.9
12508.0,2011-11-01,398.27
12509.0,2011-02-01,176.5
12510.0,2011-01-01,681.05
12510.0,2011-07-01,301.52
12512.0,2011-10-01,138.03
12513.0,2011-08-01,612.29
12513.0,2011-09-01,-25.5
12514.0,2011-03-01,1017.68
12515.0,2010-12-01,383.7
12516.0,2011-06-01,583.2
12516.0,2011-09-01,728.86
12517.0,2011-06-01,766.95
12517.0,2011-08-01,771.75
12517.0,2011-09-01,417.2
12517.0,2011-11-01,508.99
12518.0,2011-08-01,324.83
12518.0,2011-09-01,524.9
12518.0,2011-10-01,381.06
12518.0,2011-11-01,486.96000000000004
12518.0,2011-12-01,339.14
12519.0,2011-10-01,340.84
12520.0,2011-03-01,1182.21
12520.0,2011-05-01,463.59999999999997
12520.0,2011-07-01,348.29
12520.0,2011-09-01,588.41
12521.0,2011-07-01,599.68
12522.0,2011-10-01,192.72
12523.0,2011-01-01,102.95
12523.0,2011-02-01,143.4
12523.0,2011-03-01,115.09
12523.0,2011-04-01,138.75
12523.0,2011-07-01,204.75
12523.0,2011-08-01,312.81
12523.0,2011-09-01,124.38
12523.0,2011-10-01,385.22
12523.0,2011-11-01,237.42000000000002
12523.0,2011-12-01,-19.2
12524.0,2011-01-01,337.39
12524.0,2011-02-01,525.3399999999999
12524.0,2011-03-01,475.44
12524.0,2011-05-01,1495.21
12524.0,2011-06-01,289.1
12524.0,2011-10-01,1055.44
12524.0,2011-11-01,307.79999999999995
12526.0,2011-09-01,520.3
12526.0,2011-10-01,519.28
12526.0,2011-12-01,277.08
12527.0,2011-01-01,132.52
12527.0,2011-02-01,152.4
12527.0,2011-09-01,63.790000000000006
12528.0,2011-01-01,493.53000000000003
12528.0,2011-03-01,271.93
12528.0,2011-07-01,281.71
12528.0,2011-08-01,229.0
12528.0,2011-10-01,274.51
12528.0,2011-11-01,371.6
12530.0,2011-01-01,387.40000000000003
12530.0,2011-04-01,417.6
12530.0,2011-08-01,378.0
12530.0,2011-10-01,440.63
12531.0,2011-11-01,125.22
12532.0,2011-11-01,349.83000000000004
12534.0,2011-08-01,1089.18
12535.0,2011-06-01,371.45
12535.0,2011-09-01,344.9
12536.0,2011-10-01,4279.71
12536.0,2011-12-01,-172.89
12538.0,2011-11-01,363.95
12539.0,2011-01-01,1715.8500000000001
12539.0,2011-03-01,1085.99
12539.0,2011-11-01,1050.66
12540.0,2010-12-01,881.01
12540.0,2011-01-01,1081.48
12540.0,2011-02-01,288.98
12540.0,2011-03-01,1140.76
12540.0,2011-05-01,2686.6
12540.0,2011-06-01,357.99
12540.0,2011-07-01,1775.01
12540.0,2011-08-01,509.34000000000003
12540.0,2011-09-01,1683.62
12540.0,2011-10-01,1442.27
12540.0,2011-11-01,1461.98
12541.0,2011-03-01,312.4
12541.0,2011-06-01,223.74
12541.0,2011-11-01,445.03999999999996
12544.0,2011-11-01,355.7
12545.0,2011-03-01,628.15
12545.0,2011-09-01,372.24
12546.0,2011-09-01,760.2
12546.0,2011-10-01,381.3
12547.0,2011-03-01,159.4
12547.0,2011-05-01,48.4
12548.0,2011-06-01,95.19999999999999
12550.0,2011-09-01,964.83
12551.0,2010-12-01,168.0
12552.0,2011-10-01,317.82
12552.0,2011-11-01,120.0
12553.0,2011-01-01,680.51
12553.0,2011-02-01,-10.2
12553.0,2011-03-01,675.16
12553.0,2011-05-01,352.85
12553.0,2011-07-01,284.75
12553.0,2011-08-01,400.21999999999997
12553.0,2011-10-01,477.55
12553.0,2011-11-01,514.39
12553.0,2011-12-01,277.02
12556.0,2011-07-01,312.9
12556.0,2011-10-01,290.81
12557.0,2010-12-01,620.0
12557.0,2011-01-01,3417.1200000000003
12557.0,2011-03-01,817.5
12557.0,2011-07-01,4146.34
12557.0,2011-11-01,2990.0
12558.0,2011-12-01,1.0658141036401503e-14
12559.0,2011-01-01,486.11
12559.0,2011-02-01,50.10000000000001
12560.0,2011-07-01,1292.31
12560.0,2011-08-01,111.38
12560.0,2011-12-01,697.7
12561.0,2011-02-01,238.85
12562.0,2011-05-01,444.96000000000004
12562.0,2011-06-01,510.27
12562.0,2011-08-01,650.0
12562.0,2011-09-01,388.64
12562.0,2011-10-01,513.6
12562.0,2011-11-01,619.9
12562.0,2011-12-01,654.37
12564.0,2011-03-01,456.9
12565.0,2011-02-01,145.92
12565.0,2011-03-01,-14.75
12566.0,2011-09-01,346.7
12567.0,2010-12-01,1942.38
12567.0,2011-02-01,1236.73
12567.0,2011-05-01,705.21
12567.0,2011-06-01,1936.44
12567.0,2011-08-01,851.06
12567.0,2011-09-01,891.8199999999999
12567.0,2011-11-01,1551.3
12569.0,2011-04-01,772.7
12569.0,2011-05-01,367.92
12569.0,2011-06-01,237.42000000000002
12569.0,2011-07-01,166.25
12569.0,2011-08-01,297.03
12569.0,2011-09-01,284.66
12569.0,2011-10-01,706.72
12569.0,2011-11-01,537.27
12569.0,2011-12-01,695.02
12571.0,2011-08-01,248.35
12571.0,2011-10-01,271.26
12572.0,2011-10-01,517.04
12572.0,2011-12-01,487.68
12573.0,2011-04-01,160.54000000000002
12574.0,2011-01-01,218.45
12576.0,2011-02-01,266.85
12576.0,2011-05-01,154.8
12576.0,2011-07-01,230.35
12576.0,2011-09-01,275.7
12576.0,2011-11-01,379.28
12577.0,2010-12-01,195.89
12577.0,2011-11-01,399.51
12578.0,2011-01-01,1567.51
12578.0,2011-11-01,1185.85
12579.0,2011-09-01,410.72
12580.0,2011-04-01,415.7
12581.0,2011-10-01,197.71
12582.0,2011-02-01,205.16
12582.0,2011-04-01,306.2
12583.0,2010-12-01,855.86
12583.0,2011-01-01,730.16
12583.0,2011-02-01,303.56
12583.0,2011-03-01,712.8499999999999
12583.0,2011-05-01,421.96
12583.0,2011-06-01,617.48
12583.0,2011-07-01,329.24
12583.0,2011-08-01,243.1
12583.0,2011-09-01,852.83
12583.0,2011-10-01,253.36
12583.0,2011-11-01,1172.17
12583.0,2011-12-01,694.77
12584.0,2011-03-01,453.73
12584.0,2011-06-01,119.31
12584.0,2011-07-01,147.1
12584.0,2011-08-01,-31.849999999999998
12584.0,2011-09-01,279.8
12584.0,2011-10-01,582.16
12584.0,2011-11-01,143.25
12584.0,2011-12-01,200.45000000000002
12585.0,2010-12-01,1262.85
12585.0,2011-01-01,-56.04
12585.0,2011-04-01,776.0
12586.0,2010-12-01,-17.0
12586.0,2011-11-01,196.94000000000003
12587.0,2011-12-01,144.0
12588.0,2011-10-01,214.89999999999998
12589.0,2011-07-01,131.5
12589.0,2011-11-01,515.1800000000001
12590.0,2011-05-01,9864.26
12590.0,2011-06-01,-2.88
12591.0,2011-01-01,452.84999999999997
12592.0,2011-05-01,231.8
12592.0,2011-09-01,205.8
12593.0,2011-05-01,236.0
12593.0,2011-08-01,182.1
12594.0,2011-01-01,341.0
12594.0,2011-02-01,256.0
12594.0,2011-03-01,307.5
12594.0,2011-04-01,255.04000000000002
12594.0,2011-05-01,587.45
12594.0,2011-06-01,42.96
12594.0,2011-08-01,721.95
12594.0,2011-10-01,722.4000000000001
12594.0,2011-11-01,85.92
12596.0,2011-04-01,269.95
12596.0,2011-10-01,348.32
12597.0,2011-03-01,516.15
12597.0,2011-06-01,912.66
12597.0,2011-10-01,2176.45
12597.0,2011-11-01,77.87
12598.0,2011-02-01,720.86
12598.0,2011-03-01,-20.4
12598.0,2011-05-01,564.88
12598.0,2011-07-01,298.64
12598.0,2011-09-01,361.76
12598.0,2011-11-01,1076.94
12599.0,2011-02-01,312.46000000000004
12599.0,2011-05-01,151.4
12599.0,2011-06-01,134.28
12599.0,2011-07-01,78.6
12599.0,2011-08-01,180.3
12599.0,2011-11-01,175.54000000000002
12600.0,2010-12-01,274.8
12600.0,2011-02-01,427.94000000000005
12600.0,2011-03-01,124.08000000000001
12600.0,2011-04-01,286.88
12600.0,2011-05-01,184.26000000000002
12600.0,2011-07-01,345.23
12600.0,2011-08-01,275.37
12600.0,2011-09-01,282.90000000000003
12600.0,2011-11-01,379.58000000000004
12601.0,2011-01-01,144.26
12601.0,2011-02-01,113.10000000000001
12601.0,2011-03-01,111.0
12601.0,2011-05-01,133.1
12601.0,2011-06-01,68.1
12602.0,2011-10-01,153.12
12603.0,2011-11-01,739.1999999999999
12604.0,2011-03-01,178.5
12604.0,2011-09-01,75.68
12605.0,2010-12-01,-7.5
12607.0,2011-10-01,3.552713678800501e-15
12609.0,2011-01-01,287.93
12609.0,2011-06-01,512.8
12609.0,2011-09-01,326.12
12610.0,2011-08-01,1244.7
12610.0,2011-10-01,595.0899999999999
12610.0,2011-11-01,218.2
12611.0,2011-10-01,1193.32
12612.0,2011-09-01,704.0400000000001
12612.0,2011-10-01,-60.45
12613.0,2011-03-01,821.66
12613.0,2011-05-01,640.86
12613.0,2011-10-01,1881.8600000000001
12613.0,2011-11-01,-125.4
12614.0,2011-03-01,315.6
12615.0,2011-06-01,634.74
12615.0,2011-09-01,576.65
12615.0,2011-11-01,656.95
12615.0,2011-12-01,422.85
12616.0,2011-02-01,237.35
12616.0,2011-04-01,-7.95
12616.0,2011-09-01,427.84999999999997
12617.0,2011-11-01,355.53
12618.0,2011-11-01,177.31
12619.0,2011-03-01,205.98
12619.0,2011-04-01,425.67999999999995
12619.0,2011-07-01,688.0
12619.0,2011-08-01,378.12
12619.0,2011-09-01,669.17
12619.0,2011-11-01,847.86
12620.0,2011-05-01,561.66
12620.0,2011-09-01,377.66
12620.0,2011-11-01,400.09
12621.0,2010-12-01,1372.1
12621.0,2011-02-01,1535.24
12621.0,2011-03-01,960.0
12621.0,2011-04-01,1209.8
12621.0,2011-05-01,2267.13
12621.0,2011-06-01,673.15
12621.0,2011-07-01,561.06
12621.0,2011-08-01,1594.81
12621.0,2011-09-01,1009.75
12621.0,2011-10-01,630.55
12621.0,2011-11-01,610.28
12621.0,2011-12-01,1188.2
12622.0,2011-04-01,180.1
12623.0,2011-03-01,305.1
12624.0,2011-06-01,299.94
12624.0,2011-08-01,341.19
12625.0,2011-01-01,1716.62
12625.0,2011-02-01,-69.5
12625.0,2011-05-01,967.2
12626.0,2011-01-01,1211.85
12626.0,2011-02-01,-45.3
12626.0,2011-06-01,814.74
12626.0,2011-07-01,1034.48
12626.0,2011-08-01,1526.1
12626.0,2011-10-01,1594.51
12626.0,2011-11-01,251.97
12627.0,2011-07-01,768.02
12627.0,2011-08-01,1140.55
12627.0,2011-09-01,819.26
12627.0,2011-10-01,1183.72
12627.0,2011-11-01,566.98
12628.0,2011-10-01,333.64
12628.0,2011-11-01,220.72
12628.0,2011-12-01,215.25
12630.0,2011-10-01,701.79
12630.0,2011-11-01,569.09
12631.0,2011-10-01,640.5
12633.0,2011-02-01,1012.82
12633.0,2011-05-01,716.73
12633.0,2011-06-01,-23.35
12633.0,2011-08-01,219.2
12633.0,2011-10-01,215.23000000000002
12635.0,2011-07-01,683.64
12635.0,2011-09-01,1005.54
12637.0,2011-01-01,1502.03
12637.0,2011-03-01,205.87
12637.0,2011-04-01,615.2
12637.0,2011-07-01,662.35
12637.0,2011-09-01,2609.4
12637.0,2011-10-01,358.4
12638.0,2011-11-01,671.69
12639.0,2011-04-01,486.1
12640.0,2011-09-01,764.59
12640.0,2011-11-01,409.99
12641.0,2011-08-01,185.9
12642.0,2011-08-01,366.45
12642.0,2011-10-01,291.96000000000004
12642.0,2011-11-01,354.85
12643.0,2011-01-01,871.1999999999999
12643.0,2011-05-01,540.72
12643.0,2011-06-01,730.5
12643.0,2011-08-01,1202.22
12644.0,2011-08-01,477.91
12645.0,2011-01-01,369.29999999999995
12645.0,2011-05-01,429.6
12645.0,2011-08-01,511.96000000000004
12645.0,2011-09-01,-19.799999999999997
12645.0,2011-11-01,464.32
12646.0,2011-10-01,731.6899999999999
12646.0,2011-12-01,615.28
12647.0,2010-12-01,1140.7
12647.0,2011-03-01,464.7
12647.0,2011-04-01,350.76
12647.0,2011-05-01,293.25
12647.0,2011-07-01,276.6
12647.0,2011-08-01,307.8
12647.0,2011-09-01,514.96
12647.0,2011-11-01,321.15
12648.0,2011-07-01,318.05
12649.0,2010-12-01,-19.799999999999997
12649.0,2011-05-01,375.0
12649.0,2011-08-01,248.51000000000002
12650.0,2011-12-01,314.44
12651.0,2011-01-01,114.0
12652.0,2011-01-01,914.53
12653.0,2011-02-01,779.1
12653.0,2011-07-01,1430.75
12654.0,2011-02-01,166.6
12654.0,2011-05-01,171.15
12654.0,2011-11-01,264.23
12656.0,2011-04-01,502.95
12656.0,2011-05-01,1118.3999999999999
12656.0,2011-08-01,1139.37
12656.0,2011-09-01,644.75
12656.0,2011-11-01,577.25
12657.0,2011-09-01,618.44
12657.0,2011-10-01,42.5
12657.0,2011-11-01,491.12
12658.0,2011-11-01,686.05
12659.0,2011-11-01,91.68
12660.0,2011-11-01,245.1
12662.0,2010-12-01,261.48
12662.0,2011-02-01,304.0
12662.0,2011-03-01,301.4
12662.0,2011-04-01,444.82
12662.0,2011-06-01,493.68
12662.0,2011-07-01,431.66
12662.0,2011-08-01,383.92
12662.0,2011-10-01,521.62
12662.0,2011-11-01,449.55
12662.0,2011-12-01,224.95000000000002
12664.0,2011-01-01,661.58
12664.0,2011-04-01,642.0
12664.0,2011-07-01,653.9
12664.0,2011-09-01,319.6
12664.0,2011-10-01,626.8000000000001
12664.0,2011-11-01,1070.0
12664.0,2011-12-01,890.0
12665.0,2011-01-01,61.75
12666.0,2010-12-01,-227.44
12667.0,2011-10-01,620.13
12668.0,2010-12-01,469.87
12668.0,2011-01-01,1009.8
12668.0,2011-03-01,1444.8
12668.0,2011-04-01,-34.8
12668.0,2011-11-01,882.6800000000001
